vehicle_id,timestamp,mileage,engine_hours,engine_temp,oil_pressure,battery_voltage,brake_pad_thickness,error_code_count,ambient_temp,load_weight,idle_time_pct,hard_brake_events,days_since_maintenance,failure_within_30_days,engine_temp_rolling_mean_7d,engine_temp_rolling_std_7d,engine_temp_rolling_max_7d,engine_temp_rolling_min_7d,engine_temp_rolling_mean_14d,engine_temp_rolling_std_14d,engine_temp_rolling_max_14d,engine_temp_rolling_min_14d,engine_temp_rolling_mean_30d,engine_temp_rolling_std_30d,engine_temp_rolling_max_30d,engine_temp_rolling_min_30d,oil_pressure_rolling_mean_7d,oil_pressure_rolling_std_7d,oil_pressure_rolling_max_7d,oil_pressure_rolling_min_7d,oil_pressure_rolling_mean_14d,oil_pressure_rolling_std_14d,oil_pressure_rolling_max_14d,oil_pressure_rolling_min_14d,oil_pressure_rolling_mean_30d,oil_pressure_rolling_std_30d,oil_pressure_rolling_max_30d,oil_pressure_rolling_min_30d,battery_voltage_rolling_mean_7d,battery_voltage_rolling_std_7d,battery_voltage_rolling_max_7d,battery_voltage_rolling_min_7d,battery_voltage_rolling_mean_14d,battery_voltage_rolling_std_14d,battery_voltage_rolling_max_14d,battery_voltage_rolling_min_14d,battery_voltage_rolling_mean_30d,battery_voltage_rolling_std_30d,battery_voltage_rolling_max_30d,battery_voltage_rolling_min_30d,error_code_count_rolling_mean_7d,error_code_count_rolling_std_7d,error_code_count_rolling_max_7d,error_code_count_rolling_min_7d,error_code_count_rolling_mean_14d,error_code_count_rolling_std_14d,error_code_count_rolling_max_14d,error_code_count_rolling_min_14d,error_code_count_rolling_mean_30d,error_code_count_rolling_std_30d,error_code_count_rolling_max_30d,error_code_count_rolling_min_30d,hard_brake_events_rolling_mean_7d,hard_brake_events_rolling_std_7d,hard_brake_events_rolling_max_7d,hard_brake_events_rolling_min_7d,hard_brake_events_rolling_mean_14d,hard_brake_events_rolling_std_14d,hard_brake_events_rolling_max_14d,hard_brake_events_rolling_min_14d,hard_brake_events_rolling_mean_30d,hard_brake_events_rolling_std_30d,hard_brake_events_rolling_max_30d,hard_brake_events_rolling_min_30d,load_weight_rolling_mean_7d,load_weight_rolling_std_7d,load_weight_rolling_max_7d,load_weight_rolling_min_7d,load_weight_rolling_mean_14d,load_weight_rolling_std_14d,load_weight_rolling_max_14d,load_weight_rolling_min_14d,load_weight_rolling_mean_30d,load_weight_rolling_std_30d,load_weight_rolling_max_30d,load_weight_rolling_min_30d,battery_voltage_daily_change,battery_voltage_7d_trend,battery_voltage_acceleration,oil_pressure_daily_change,oil_pressure_7d_trend,oil_pressure_acceleration,brake_pad_thickness_daily_change,brake_pad_thickness_7d_trend,brake_pad_thickness_acceleration,engine_temp_daily_change,engine_temp_7d_trend,engine_temp_acceleration,engine_temp_warning,engine_temp_critical,oil_pressure_warning,oil_pressure_critical,battery_voltage_warning,battery_voltage_critical,brake_pad_warning,brake_pad_critical,maintenance_overdue,maintenance_critical,has_error_codes,multiple_errors,engine_risk_flag,high_risk_flag,load_mileage_interaction,load_brake_wear,temp_differential,cold_start_stress,engine_stress_index,battery_health_index,brake_wear_rate,health_score,day_of_week,is_weekend,month,season,days_in_service,cumulative_errors,cumulative_hard_brakes,cumulative_warning_days,recent_warning_frequency
V001,2023-01-01,62582.4,4782.4,181.9,22.0,9.13,10.92,0,36.6,926.0,38.9,1,21,Battery,181.9,0.0,181.9,181.9,181.9,0.0,181.9,181.9,181.9,0.0,181.9,181.9,22.0,0.0,22.0,22.0,22.0,0.0,22.0,22.0,22.0,0.0,22.0,22.0,9.13,0.0,9.13,9.13,9.13,0.0,9.13,9.13,9.13,0.0,9.13,9.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,926.0,0.0,926.0,926.0,926.0,0.0,926.0,926.0,926.0,0.0,926.0,926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0579513024,1000.08,145.3,0,2.4584654956521734,0.6296551724137932,0.0926,85,6,1,1,0,0,0,1,0,1.0
V001,2023-01-02,62819.2,4789.2,203.4,21.7,8.78,10.91,3,28.6,35333.0,12.0,2,22,Battery,192.65,15.202795795510772,203.4,181.9,192.65,15.202795795510772,203.4,181.9,192.65,15.202795795510772,203.4,181.9,21.85,0.21213203435596603,22.0,21.7,21.85,0.21213203435596603,22.0,21.7,21.85,0.21213203435596603,22.0,21.7,8.955,0.24748737341529264,9.13,8.78,8.955,0.24748737341529264,9.13,8.78,8.955,0.24748737341529264,9.13,8.78,1.5,2.1213203435596424,3.0,0.0,1.5,2.1213203435596424,3.0,0.0,1.5,2.1213203435596424,3.0,0.0,1.5,0.7071067811865476,2.0,1.0,1.5,0.7071067811865476,2.0,1.0,1.5,0.7071067811865476,2.0,1.0,18129.5,24329.42302028554,35333.0,926.0,18129.5,24329.42302028554,35333.0,926.0,18129.5,24329.42302028554,35333.0,926.0,-0.3500000000000014,0.0,0.0,-0.3000000000000007,0.0,0.0,-0.009999999999999787,0.0,0.0,21.5,0.0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,2.2195907936,38512.969999999994,174.8,1,2.7893397885462554,0.6049120267956574,7.0666,46,0,0,1,0,1,3,3,1,1.0
V001,2023-01-03,63192.0,4799.8,213.9,38.1,10.06,10.9,1,29.3,14027.0,23.2,1,23,Battery,199.73333333333335,16.312060977489423,213.9,181.9,199.73333333333335,16.312060977489423,213.9,181.9,199.73333333333335,16.312060977489423,213.9,181.9,27.266666666666666,9.383140909809109,38.1,21.7,27.266666666666666,9.383140909809109,38.1,21.7,27.266666666666666,9.383140909809109,38.1,21.7,9.323333333333332,0.6615386106141754,10.06,8.78,9.323333333333332,0.6615386106141754,10.06,8.78,9.323333333333332,0.6615386106141754,10.06,8.78,1.3333333333333333,1.5275252316519468,3.0,0.0,1.3333333333333333,1.5275252316519468,3.0,0.0,1.3333333333333333,1.5275252316519468,3.0,0.0,1.3333333333333333,0.5773502691896257,2.0,1.0,1.3333333333333333,0.5773502691896257,2.0,1.0,1.3333333333333333,0.5773502691896257,2.0,1.0,16762.0,17365.787658496807,35333.0,926.0,16762.0,17365.787658496807,35333.0,926.0,16762.0,17365.787658496807,35333.0,926.0,1.2800000000000011,0.0,1.6300000000000026,16.400000000000002,0.0,16.700000000000003,-0.009999999999999787,0.0,0.0,10.5,0.0,-11.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.886394184,15429.699999999995,184.6,1,1.7067524117647062,0.6924069039029912,1.4027,82,1,0,1,0,2,4,4,1,1.0
V001,2023-01-04,63373.4,4805.0,205.7,19.0,9.83,10.89,1,9.0,37293.0,17.5,2,24,Battery,201.225,13.648778944164437,213.9,181.9,201.225,13.648778944164437,213.9,181.9,201.225,13.648778944164437,213.9,181.9,25.2,8.705170877128147,38.1,19.0,25.2,8.705170877128147,38.1,19.0,25.2,8.705170877128147,38.1,19.0,9.45,0.5966014861977241,10.06,8.78,9.45,0.5966014861977241,10.06,8.78,9.45,0.5966014861977241,10.06,8.78,1.25,1.2583057392117916,3.0,0.0,1.25,1.2583057392117916,3.0,0.0,1.25,1.2583057392117916,3.0,0.0,1.5,0.5773502691896257,2.0,1.0,1.5,0.5773502691896257,2.0,1.0,1.5,0.5773502691896257,2.0,1.0,21894.75,17505.071957864096,37293.0,926.0,21894.75,17505.071957864096,37293.0,926.0,21894.75,17505.071957864096,37293.0,926.0,-0.23000000000000043,0.0,-1.5100000000000016,-19.1,0.0,-35.5,-0.009999999999999787,0.0,0.0,-8.200000000000017,0.0,-18.700000000000017,0,0,1,0,1,1,0,0,0,0,1,0,1,1,2.3633842062,41395.22999999998,196.7,1,3.2122626249999997,0.6759002890205625,7.4586,62,2,0,1,0,3,5,6,2,1.0
V001,2023-01-05,63581.0,4810.9,191.5,41.1,9.07,10.88,0,6.3,2860.0,15.9,1,25,Battery,199.28,12.594919610700181,213.9,181.9,199.28,12.594919610700181,213.9,181.9,199.28,12.594919610700181,213.9,181.9,28.380000000000003,10.363252385231192,41.1,19.0,28.380000000000003,10.363252385231192,41.1,19.0,28.380000000000003,10.363252385231192,41.1,19.0,9.374,0.5439025648036604,10.06,8.78,9.374,0.5439025648036604,10.06,8.78,9.374,0.5439025648036604,10.06,8.78,1.0,1.224744871391589,3.0,0.0,1.0,1.224744871391589,3.0,0.0,1.0,1.224744871391589,3.0,0.0,1.4,0.5477225575051661,2.0,1.0,1.4,0.5477225575051661,2.0,1.0,1.4,0.5477225575051661,2.0,1.0,18087.8,17386.34520823741,37293.0,926.0,18087.8,17386.34520823741,37293.0,926.0,18087.8,17386.34520823741,37293.0,926.0,-0.7599999999999998,0.0,-0.5299999999999994,22.1,0.0,41.2,-0.009999999999999787,0.0,0.0,-14.199999999999989,0.0,-5.999999999999972,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.18184166,3203.1999999999975,185.2,0,1.422415148456057,0.6230201698862071,0.286,85,3,0,1,0,4,5,7,2,1.0
V001,2023-01-06,63809.2,4817.5,198.9,25.5,9.43,10.87,1,32.5,1144.0,8.8,0,26,Battery,199.21666666666667,11.266306700363996,213.9,181.9,199.21666666666667,11.266306700363996,213.9,181.9,199.21666666666667,11.266306700363996,213.9,181.9,27.900000000000002,9.343446901438462,41.1,19.0,27.900000000000002,9.343446901438462,41.1,19.0,27.900000000000002,9.343446901438462,41.1,19.0,9.383333333333333,0.4870181379236985,10.06,8.78,9.383333333333333,0.4870181379236985,10.06,8.78,9.383333333333333,0.4870181379236985,10.06,8.78,1.0,1.0954451150103321,3.0,0.0,1.0,1.0954451150103321,3.0,0.0,1.0,1.0954451150103321,3.0,0.0,1.1666666666666667,0.752772652709081,2.0,0.0,1.1666666666666667,0.752772652709081,2.0,0.0,1.1666666666666667,0.752772652709081,2.0,0.0,15263.833333333334,17019.892072709117,37293.0,926.0,15263.833333333334,17019.892072709117,37293.0,926.0,15263.833333333334,17019.892072709117,37293.0,926.0,0.35999999999999943,0.0,1.1199999999999992,-15.600000000000001,0.0,-37.7,-0.010000000000001563,0.0,-1.7763568394002505e-15,7.400000000000006,0.0,21.599999999999994,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0729977248,1292.720000000001,166.4,0,2.3503037264150946,0.6471012192266893,0.0,82,4,0,1,0,5,6,7,2,1.0
V001,2023-01-07,64188.1,4828.3,183.8,23.1,9.31,10.86,2,26.7,39216.0,33.1,5,27,Battery,197.0142857142857,11.820663908516108,213.9,181.9,197.0142857142857,11.820663908516108,213.9,181.9,197.0142857142857,11.820663908516108,213.9,181.9,27.214285714285715,8.72017365488948,41.1,19.0,27.214285714285715,8.72017365488948,41.1,19.0,27.214285714285715,8.72017365488948,41.1,19.0,9.372857142857143,0.4454478752040574,10.06,8.78,9.372857142857143,0.4454478752040574,10.06,8.78,9.372857142857143,0.4454478752040574,10.06,8.78,1.1428571428571428,1.0690449676496976,3.0,0.0,1.1428571428571428,1.0690449676496976,3.0,0.0,1.1428571428571428,1.0690449676496976,3.0,0.0,1.7142857142857142,1.6035674514745462,5.0,0.0,1.7142857142857142,1.6035674514745462,5.0,0.0,1.7142857142857142,1.6035674514745462,5.0,0.0,18685.571428571428,17982.083109372532,39216.0,926.0,18685.571428571428,17982.083109372532,39216.0,926.0,18685.571428571428,17982.083109372532,39216.0,926.0,-0.11999999999999922,0.0,-0.47999999999999865,-2.3999999999999986,0.0,13.200000000000003,-0.009999999999999787,0.0,1.7763568394002505e-15,-15.099999999999994,0.0,-22.5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2.5172005295999997,44706.24000000002,157.10000000000002,0,2.3935145269709546,0.6382280858856647,19.608,79,5,1,1,0,6,8,12,2,1.0
V001,2023-01-08,64385.1,4833.9,198.1,25.1,9.1,10.84,0,33.5,23346.0,29.6,3,28,Battery,199.32857142857142,9.777647004897494,213.9,183.8,197.15,10.950538147245814,213.9,181.9,197.15,10.950538147245814,213.9,181.9,27.657142857142855,8.486824522528464,41.1,19.0,26.95,8.107844525960205,41.1,19.0,26.95,8.107844525960205,41.1,19.0,9.368571428571428,0.4483089920813014,10.06,8.78,9.338750000000001,0.4235373992594143,10.06,8.78,9.338750000000001,0.4235373992594143,10.06,8.78,1.1428571428571428,1.0690449676496976,3.0,0.0,1.0,1.0690449676496976,3.0,0.0,1.0,1.0690449676496976,3.0,0.0,2.0,1.632993161855452,5.0,0.0,1.875,1.5526475085202969,5.0,0.0,1.875,1.5526475085202969,5.0,0.0,21888.428571428572,16200.00533803557,39216.0,1144.0,19268.125,16729.514222624635,39216.0,926.0,19268.125,16729.514222624635,39216.0,926.0,-0.21000000000000085,-0.004285714285714448,-0.09000000000000163,2.0,0.44285714285714306,4.399999999999999,-0.019999999999999574,-0.011428571428571439,-0.009999999999999787,14.299999999999983,2.3142857142857127,29.399999999999977,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.5031345446,27081.360000000004,164.6,0,2.3848166034482756,0.6232084434960302,7.0038,85,6,1,1,0,7,8,15,2,1.0
V001,2023-01-09,64528.6,4838.0,202.5,26.9,9.61,10.83,0,25.5,10892.0,28.5,1,29,Battery,199.20000000000002,9.72093959793325,213.9,183.8,197.74444444444444,10.39736879108257,213.9,181.9,197.74444444444444,10.39736879108257,213.9,181.9,28.400000000000002,8.097118829147398,41.1,19.0,26.944444444444443,7.5842124032609854,41.1,19.0,26.944444444444443,7.5842124032609854,41.1,19.0,9.487142857142857,0.36953638908386643,10.06,9.07,9.368888888888888,0.4063694268902511,10.06,8.78,9.368888888888888,0.4063694268902511,10.06,8.78,0.7142857142857143,0.7559289460184544,2.0,0.0,0.8888888888888888,1.0540925533894598,3.0,0.0,0.8888888888888888,1.0540925533894598,3.0,0.0,1.8571428571428572,1.6761634196950514,5.0,0.0,1.7777777777777777,1.481365736219265,5.0,0.0,1.7777777777777777,1.481365736219265,5.0,0.0,18396.85714285714,15435.178871963999,39216.0,1144.0,18337.444444444445,15896.14928301121,39216.0,926.0,18337.444444444445,15896.14928301121,39216.0,926.0,0.5099999999999998,0.11857142857142858,0.7200000000000006,1.7999999999999972,0.7428571428571428,-0.20000000000000284,-0.009999999999999787,-0.011428571428571439,0.009999999999999787,4.400000000000006,-0.1285714285714294,-9.899999999999977,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.7028455111999999,12743.64,177.0,1,2.282443548387097,0.6574777035575278,1.0892,85,0,0,1,0,8,8,16,2,1.0
V001,2023-01-10,64805.8,4845.9,183.2,35.6,9.25,10.82,1,22.2,30490.0,5.6,2,30,Battery,194.81428571428572,8.871758294616432,205.7,183.2,196.29000000000002,10.828096169995293,213.9,181.9,196.29000000000002,10.828096169995293,213.9,181.9,28.04285714285714,7.64021316082589,41.1,19.0,27.810000000000002,7.65643520184165,41.1,19.0,27.810000000000002,7.65643520184165,41.1,19.0,9.37142857142857,0.27498051879048685,9.83,9.07,9.357,0.38496897421884674,10.06,8.78,9.357,0.38496897421884674,10.06,8.78,0.7142857142857143,0.7559289460184544,2.0,0.0,0.9,0.9944289260117533,3.0,0.0,0.9,0.9944289260117533,3.0,0.0,2.0,1.6329931618554518,5.0,0.0,1.8,1.3984117975602022,5.0,0.0,1.8,1.3984117975602022,5.0,0.0,20748.714285714286,15905.440942376561,39216.0,1144.0,19552.7,15471.897973422652,39216.0,926.0,19552.7,15471.897973422652,39216.0,926.0,-0.35999999999999943,-0.11571428571428578,-0.8699999999999992,8.700000000000003,-0.35714285714285715,6.900000000000006,-0.009999999999999787,-0.011428571428571439,0.0,-19.30000000000001,-4.385714285714288,-23.700000000000017,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1.975928842,35978.19999999999,161.0,0,1.5766387213114752,0.6322154140447707,6.098,82,1,0,1,0,9,9,18,2,1.0
